pokemon_number,pokemon_name,pokemon_url,pokemon_height,pokemon_weight,pokemon_types
0403,Shinx,https://pokemondb.net/pokedex/shinx,0.5 m (1′08″),9.5 kg (20.9 lbs),Electric
0397,Staravia,https://pokemondb.net/pokedex/staravia,0.6 m (2′00″),15.5 kg (34.2 lbs),"Normal,Flying"
0395,Empoleon,https://pokemondb.net/pokedex/empoleon,1.7 m (5′07″),84.5 kg (186.3 lbs),"Water,Steel"
0396,Starly,https://pokemondb.net/pokedex/starly,0.3 m (1′00″),2.0 kg (4.4 lbs),"Normal,Flying"
0394,Prinplup,https://pokemondb.net/pokedex/prinplup,0.8 m (2′07″),23.0 kg (50.7 lbs),Water
0393,Piplup,https://pokemondb.net/pokedex/piplup,0.4 m (1′04″),5.2 kg (11.5 lbs),Water
0391,Monferno,https://pokemondb.net/pokedex/monferno,0.9 m (2′11″),22.0 kg (48.5 lbs),"Fire,Fighting"
0390,Chimchar,https://pokemondb.net/pokedex/chimchar,0.5 m (1′08″),6.2 kg (13.7 lbs),Fire
0388,Grotle,https://pokemondb.net/pokedex/grotle,1.1 m (3′07″),97.0 kg (213.8 lbs),Grass
0387,Turtwig,https://pokemondb.net/pokedex/turtwig,0.4 m (1′04″),10.2 kg (22.5 lbs),Grass
0392,Infernape,https://pokemondb.net/pokedex/infernape,1.2 m (3′11″),55.0 kg (121.3 lbs),"Fire,Fighting"
0389,Torterra,https://pokemondb.net/pokedex/torterra,2.2 m (7′03″),310.0 kg (683.4 lbs),"Grass,Ground"
0386,Deoxys,https://pokemondb.net/pokedex/deoxys,1.7 m (5′07″),60.8 kg (134.0 lbs),"Psychic,Psychic,Psychic,Psychic"
0385,Jirachi,https://pokemondb.net/pokedex/jirachi,0.3 m (1′00″),1.1 kg (2.4 lbs),"Steel,Psychic"
0380,Latias,https://pokemondb.net/pokedex/latias,1.4 m (4′07″),40.0 kg (88.2 lbs),"Dragon,Psychic,Dragon,Psychic"
0384,Rayquaza,https://pokemondb.net/pokedex/rayquaza,7.0 m (23′00″),206.5 kg (455.3 lbs),"Dragon,Flying,Dragon,Flying"
0378,Regice,https://pokemondb.net/pokedex/regice,1.8 m (5′11″),175.0 kg (385.8 lbs),Ice
0382,Kyogre,https://pokemondb.net/pokedex/kyogre,4.5 m (14′09″),352.0 kg (776.0 lbs),"Water,Water"
0381,Latios,https://pokemondb.net/pokedex/latios,2.0 m (6′07″),60.0 kg (132.3 lbs),"Dragon,Psychic,Dragon,Psychic"
0377,Regirock,https://pokemondb.net/pokedex/regirock,1.7 m (5′07″),230.0 kg (507.1 lbs),Rock
0383,Groudon,https://pokemondb.net/pokedex/groudon,3.5 m (11′06″),950.0 kg (2094.4 lbs),"Ground,Ground,Fire"
0376,Metagross,https://pokemondb.net/pokedex/metagross,1.6 m (5′03″),550.0 kg (1212.5 lbs),"Steel,Psychic,Steel,Psychic"
0375,Metang,https://pokemondb.net/pokedex/metang,1.2 m (3′11″),202.5 kg (446.4 lbs),"Steel,Psychic"
0379,Registeel,https://pokemondb.net/pokedex/registeel,1.9 m (6′03″),205.0 kg (451.9 lbs),Steel
0374,Beldum,https://pokemondb.net/pokedex/beldum,0.6 m (2′00″),95.2 kg (209.9 lbs),"Steel,Psychic"
0373,Salamence,https://pokemondb.net/pokedex/salamence,1.5 m (4′11″),102.6 kg (226.2 lbs),"Dragon,Flying,Dragon,Flying"
0372,Shelgon,https://pokemondb.net/pokedex/shelgon,1.1 m (3′07″),110.5 kg (243.6 lbs),Dragon
0371,Bagon,https://pokemondb.net/pokedex/bagon,0.6 m (2′00″),42.1 kg (92.8 lbs),Dragon
0369,Relicanth,https://pokemondb.net/pokedex/relicanth,1.0 m (3′03″),23.4 kg (51.6 lbs),"Water,Rock"
0368,Gorebyss,https://pokemondb.net/pokedex/gorebyss,1.8 m (5′11″),22.6 kg (49.8 lbs),Water
0370,Luvdisc,https://pokemondb.net/pokedex/luvdisc,0.6 m (2′00″),8.7 kg (19.2 lbs),Water
0366,Clamperl,https://pokemondb.net/pokedex/clamperl,0.4 m (1′04″),52.5 kg (115.7 lbs),Water
0367,Huntail,https://pokemondb.net/pokedex/huntail,1.7 m (5′07″),27.0 kg (59.5 lbs),Water
0365,Walrein,https://pokemondb.net/pokedex/walrein,1.4 m (4′07″),150.6 kg (332.0 lbs),"Ice,Water"
0364,Sealeo,https://pokemondb.net/pokedex/sealeo,1.1 m (3′07″),87.6 kg (193.1 lbs),"Ice,Water"
0363,Spheal,https://pokemondb.net/pokedex/spheal,0.8 m (2′07″),39.5 kg (87.1 lbs),"Ice,Water"
0362,Glalie,https://pokemondb.net/pokedex/glalie,1.5 m (4′11″),256.5 kg (565.5 lbs),"Ice,Ice"
0361,Snorunt,https://pokemondb.net/pokedex/snorunt,0.7 m (2′04″),16.8 kg (37.0 lbs),Ice
0360,Wynaut,https://pokemondb.net/pokedex/wynaut,0.6 m (2′00″),14.0 kg (30.9 lbs),Psychic
0359,Absol,https://pokemondb.net/pokedex/absol,1.2 m (3′11″),47.0 kg (103.6 lbs),"Dark,Dark"
0358,Chimecho,https://pokemondb.net/pokedex/chimecho,0.6 m (2′00″),1.0 kg (2.2 lbs),Psychic
0357,Tropius,https://pokemondb.net/pokedex/tropius,2.0 m (6′07″),100.0 kg (220.5 lbs),"Grass,Flying"
0356,Dusclops,https://pokemondb.net/pokedex/dusclops,1.6 m (5′03″),30.6 kg (67.5 lbs),Ghost
0355,Duskull,https://pokemondb.net/pokedex/duskull,0.8 m (2′07″),15.0 kg (33.1 lbs),Ghost
0351,Castform,https://pokemondb.net/pokedex/castform,0.3 m (1′00″),0.8 kg (1.8 lbs),"Normal,Fire,Water,Ice"
0350,Milotic,https://pokemondb.net/pokedex/milotic,6.2 m (20′04″),162.0 kg (357.1 lbs),Water
0349,Feebas,https://pokemondb.net/pokedex/feebas,0.6 m (2′00″),7.4 kg (16.3 lbs),Water
0347,Anorith,https://pokemondb.net/pokedex/anorith,0.7 m (2′04″),12.5 kg (27.6 lbs),"Rock,Bug"
0348,Armaldo,https://pokemondb.net/pokedex/armaldo,1.5 m (4′11″),68.2 kg (150.4 lbs),"Rock,Bug"
0346,Cradily,https://pokemondb.net/pokedex/cradily,1.5 m (4′11″),60.4 kg (133.2 lbs),"Rock,Grass"
0345,Lileep,https://pokemondb.net/pokedex/lileep,1.0 m (3′03″),23.8 kg (52.5 lbs),"Rock,Grass"
0344,Claydol,https://pokemondb.net/pokedex/claydol,1.5 m (4′11″),108.0 kg (238.1 lbs),"Ground,Psychic"
0343,Baltoy,https://pokemondb.net/pokedex/baltoy,0.5 m (1′08″),21.5 kg (47.4 lbs),"Ground,Psychic"
0342,Crawdaunt,https://pokemondb.net/pokedex/crawdaunt,1.1 m (3′07″),32.8 kg (72.3 lbs),"Water,Dark"
0340,Whiscash,https://pokemondb.net/pokedex/whiscash,0.9 m (2′11″),23.6 kg (52.0 lbs),"Water,Ground"
0341,Corphish,https://pokemondb.net/pokedex/corphish,0.6 m (2′00″),11.5 kg (25.4 lbs),Water
0339,Barboach,https://pokemondb.net/pokedex/barboach,0.4 m (1′04″),1.9 kg (4.2 lbs),"Water,Ground"
0338,Solrock,https://pokemondb.net/pokedex/solrock,1.2 m (3′11″),154.0 kg (339.5 lbs),"Rock,Psychic"
0336,Seviper,https://pokemondb.net/pokedex/seviper,2.7 m (8′10″),52.5 kg (115.7 lbs),Poison
0337,Lunatone,https://pokemondb.net/pokedex/lunatone,1.0 m (3′03″),168.0 kg (370.4 lbs),"Rock,Psychic"
0334,Altaria,https://pokemondb.net/pokedex/altaria,1.1 m (3′07″),20.6 kg (45.4 lbs),"Dragon,Flying,Dragon,Fairy"
0333,Swablu,https://pokemondb.net/pokedex/swablu,0.4 m (1′04″),1.2 kg (2.6 lbs),"Normal,Flying"
0335,Zangoose,https://pokemondb.net/pokedex/zangoose,1.3 m (4′03″),40.3 kg (88.8 lbs),Normal
0332,Cacturne,https://pokemondb.net/pokedex/cacturne,1.3 m (4′03″),77.4 kg (170.6 lbs),"Grass,Dark"
0331,Cacnea,https://pokemondb.net/pokedex/cacnea,0.4 m (1′04″),51.3 kg (113.1 lbs),Grass
0330,Flygon,https://pokemondb.net/pokedex/flygon,2.0 m (6′07″),82.0 kg (180.8 lbs),"Ground,Dragon"
0329,Vibrava,https://pokemondb.net/pokedex/vibrava,1.1 m (3′07″),15.3 kg (33.7 lbs),"Ground,Dragon"
0328,Trapinch,https://pokemondb.net/pokedex/trapinch,0.7 m (2′04″),15.0 kg (33.1 lbs),Ground
0327,Spinda,https://pokemondb.net/pokedex/spinda,1.1 m (3′07″),5.0 kg (11.0 lbs),Normal
0323,Camerupt,https://pokemondb.net/pokedex/camerupt,1.9 m (6′03″),220.0 kg (485.0 lbs),"Fire,Ground,Fire,Ground"
0322,Numel,https://pokemondb.net/pokedex/numel,0.7 m (2′04″),24.0 kg (52.9 lbs),"Fire,Ground"
0321,Wailord,https://pokemondb.net/pokedex/wailord,14.5 m (47′07″),398.0 kg (877.4 lbs),Water
0320,Wailmer,https://pokemondb.net/pokedex/wailmer,2.0 m (6′07″),130.0 kg (286.6 lbs),Water
0319,Sharpedo,https://pokemondb.net/pokedex/sharpedo,1.8 m (5′11″),88.8 kg (195.8 lbs),"Water,Dark,Water,Dark"
0318,Carvanha,https://pokemondb.net/pokedex/carvanha,0.8 m (2′07″),20.8 kg (45.9 lbs),"Water,Dark"
0317,Swalot,https://pokemondb.net/pokedex/swalot,1.7 m (5′07″),80.0 kg (176.4 lbs),Poison
0309,Electrike,https://pokemondb.net/pokedex/electrike,0.6 m (2′00″),15.2 kg (33.5 lbs),Electric
0311,Plusle,https://pokemondb.net/pokedex/plusle,0.4 m (1′04″),4.2 kg (9.3 lbs),Electric
0315,Roselia,https://pokemondb.net/pokedex/roselia,0.3 m (1′00″),2.0 kg (4.4 lbs),"Grass,Poison"
0312,Minun,https://pokemondb.net/pokedex/minun,0.4 m (1′04″),4.2 kg (9.3 lbs),Electric
0310,Manectric,https://pokemondb.net/pokedex/manectric,1.5 m (4′11″),40.2 kg (88.6 lbs),"Electric,Electric"
0313,Volbeat,https://pokemondb.net/pokedex/volbeat,0.7 m (2′04″),17.7 kg (39.0 lbs),Bug
0308,Medicham,https://pokemondb.net/pokedex/medicham,1.3 m (4′03″),31.5 kg (69.4 lbs),"Fighting,Psychic,Fighting,Psychic"
0307,Meditite,https://pokemondb.net/pokedex/meditite,0.6 m (2′00″),11.2 kg (24.7 lbs),"Fighting,Psychic"
0316,Gulpin,https://pokemondb.net/pokedex/gulpin,0.4 m (1′04″),10.3 kg (22.7 lbs),Poison
0306,Aggron,https://pokemondb.net/pokedex/aggron,2.1 m (6′11″),360.0 kg (793.7 lbs),"Steel,Rock,Steel"
0314,Illumise,https://pokemondb.net/pokedex/illumise,0.6 m (2′00″),17.7 kg (39.0 lbs),Bug
0303,Mawile,https://pokemondb.net/pokedex/mawile,0.6 m (2′00″),11.5 kg (25.4 lbs),"Steel,Fairy,Steel,Fairy"
0305,Lairon,https://pokemondb.net/pokedex/lairon,0.9 m (2′11″),120.0 kg (264.6 lbs),"Steel,Rock"
0302,Sableye,https://pokemondb.net/pokedex/sableye,0.5 m (1′08″),11.0 kg (24.3 lbs),"Dark,Ghost,Dark,Ghost"
0304,Aron,https://pokemondb.net/pokedex/aron,0.4 m (1′04″),60.0 kg (132.3 lbs),"Steel,Rock"
0300,Skitty,https://pokemondb.net/pokedex/skitty,0.6 m (2′00″),11.0 kg (24.3 lbs),Normal
0299,Nosepass,https://pokemondb.net/pokedex/nosepass,1.0 m (3′03″),97.0 kg (213.8 lbs),Rock
0298,Azurill,https://pokemondb.net/pokedex/azurill,0.2 m (0′08″),2.0 kg (4.4 lbs),"Normal,Fairy"
0296,Makuhita,https://pokemondb.net/pokedex/makuhita,1.0 m (3′03″),86.4 kg (190.5 lbs),Fighting
0295,Exploud,https://pokemondb.net/pokedex/exploud,1.5 m (4′11″),84.0 kg (185.2 lbs),Normal
0294,Loudred,https://pokemondb.net/pokedex/loudred,1.0 m (3′03″),40.5 kg (89.3 lbs),Normal
0293,Whismur,https://pokemondb.net/pokedex/whismur,0.6 m (2′00″),16.3 kg (35.9 lbs),Normal
0292,Shedinja,https://pokemondb.net/pokedex/shedinja,0.8 m (2′07″),1.2 kg (2.6 lbs),"Bug,Ghost"
0291,Ninjask,https://pokemondb.net/pokedex/ninjask,0.8 m (2′07″),12.0 kg (26.5 lbs),"Bug,Flying"
0290,Nincada,https://pokemondb.net/pokedex/nincada,0.5 m (1′08″),5.5 kg (12.1 lbs),"Bug,Ground"
0288,Vigoroth,https://pokemondb.net/pokedex/vigoroth,1.4 m (4′07″),46.5 kg (102.5 lbs),Normal
0297,Hariyama,https://pokemondb.net/pokedex/hariyama,2.3 m (7′07″),253.8 kg (559.5 lbs),Fighting
0289,Slaking,https://pokemondb.net/pokedex/slaking,2.0 m (6′07″),130.5 kg (287.7 lbs),Normal
0287,Slakoth,https://pokemondb.net/pokedex/slakoth,0.8 m (2′07″),24.0 kg (52.9 lbs),Normal
0286,Breloom,https://pokemondb.net/pokedex/breloom,1.2 m (3′11″),39.2 kg (86.4 lbs),"Grass,Fighting"
0285,Shroomish,https://pokemondb.net/pokedex/shroomish,0.4 m (1′04″),4.5 kg (9.9 lbs),Grass
0284,Masquerain,https://pokemondb.net/pokedex/masquerain,0.8 m (2′07″),3.6 kg (7.9 lbs),"Bug,Flying"
0283,Surskit,https://pokemondb.net/pokedex/surskit,0.5 m (1′08″),1.7 kg (3.7 lbs),"Bug,Water"
0282,Gardevoir,https://pokemondb.net/pokedex/gardevoir,1.6 m (5′03″),48.4 kg (106.7 lbs),"Psychic,Fairy,Psychic,Fairy"
0281,Kirlia,https://pokemondb.net/pokedex/kirlia,0.8 m (2′07″),20.2 kg (44.5 lbs),"Psychic,Fairy"
0280,Ralts,https://pokemondb.net/pokedex/ralts,0.4 m (1′04″),6.6 kg (14.6 lbs),"Psychic,Fairy"
0279,Pelipper,https://pokemondb.net/pokedex/pelipper,1.2 m (3′11″),28.0 kg (61.7 lbs),"Water,Flying"
0278,Wingull,https://pokemondb.net/pokedex/wingull,0.6 m (2′00″),9.5 kg (20.9 lbs),"Water,Flying"
0277,Swellow,https://pokemondb.net/pokedex/swellow,0.7 m (2′04″),19.8 kg (43.7 lbs),"Normal,Flying"
0276,Taillow,https://pokemondb.net/pokedex/taillow,0.3 m (1′00″),2.3 kg (5.1 lbs),"Normal,Flying"
0275,Shiftry,https://pokemondb.net/pokedex/shiftry,1.3 m (4′03″),59.6 kg (131.4 lbs),"Grass,Dark"
0274,Nuzleaf,https://pokemondb.net/pokedex/nuzleaf,1.0 m (3′03″),28.0 kg (61.7 lbs),"Grass,Dark"
0273,Seedot,https://pokemondb.net/pokedex/seedot,0.5 m (1′08″),4.0 kg (8.8 lbs),Grass
0272,Ludicolo,https://pokemondb.net/pokedex/ludicolo,1.5 m (4′11″),55.0 kg (121.3 lbs),"Water,Grass"
0271,Lombre,https://pokemondb.net/pokedex/lombre,1.2 m (3′11″),32.5 kg (71.7 lbs),"Water,Grass"
0270,Lotad,https://pokemondb.net/pokedex/lotad,0.5 m (1′08″),2.6 kg (5.7 lbs),"Water,Grass"
0268,Cascoon,https://pokemondb.net/pokedex/cascoon,0.7 m (2′04″),11.5 kg (25.4 lbs),Bug
0267,Beautifly,https://pokemondb.net/pokedex/beautifly,1.0 m (3′03″),28.4 kg (62.6 lbs),"Bug,Flying"
0265,Wurmple,https://pokemondb.net/pokedex/wurmple,0.3 m (1′00″),3.6 kg (7.9 lbs),Bug
0264,Linoone,https://pokemondb.net/pokedex/linoone,0.5 m (1′08″),32.5 kg (71.7 lbs),"Normal,Dark,Normal"
0266,Silcoon,https://pokemondb.net/pokedex/silcoon,0.6 m (2′00″),10.0 kg (22.0 lbs),Bug
0263,Zigzagoon,https://pokemondb.net/pokedex/zigzagoon,0.4 m (1′04″),17.5 kg (38.6 lbs),"Normal,Dark,Normal"
0261,Poochyena,https://pokemondb.net/pokedex/poochyena,0.5 m (1′08″),13.6 kg (30.0 lbs),Dark
0260,Swampert,https://pokemondb.net/pokedex/swampert,1.5 m (4′11″),81.9 kg (180.6 lbs),"Water,Ground,Water,Ground"
0262,Mightyena,https://pokemondb.net/pokedex/mightyena,1.0 m (3′03″),37.0 kg (81.6 lbs),Dark
0259,Marshtomp,https://pokemondb.net/pokedex/marshtomp,0.7 m (2′04″),28.0 kg (61.7 lbs),"Water,Ground"
0256,Combusken,https://pokemondb.net/pokedex/combusken,0.9 m (2′11″),19.5 kg (43.0 lbs),"Fire,Fighting"
0258,Mudkip,https://pokemondb.net/pokedex/mudkip,0.4 m (1′04″),7.6 kg (16.8 lbs),Water
0257,Blaziken,https://pokemondb.net/pokedex/blaziken,1.9 m (6′03″),52.0 kg (114.6 lbs),"Fire,Fighting,Fire,Fighting"
0252,Treecko,https://pokemondb.net/pokedex/treecko,0.5 m (1′08″),5.0 kg (11.0 lbs),Grass
0255,Torchic,https://pokemondb.net/pokedex/torchic,0.4 m (1′04″),2.5 kg (5.5 lbs),Fire
0254,Sceptile,https://pokemondb.net/pokedex/sceptile,1.7 m (5′07″),52.2 kg (115.1 lbs),"Grass,Grass,Dragon"
0253,Grovyle,https://pokemondb.net/pokedex/grovyle,0.9 m (2′11″),21.6 kg (47.6 lbs),Grass
0251,Celebi,https://pokemondb.net/pokedex/celebi,0.6 m (2′00″),5.0 kg (11.0 lbs),"Psychic,Grass"
0250,Ho-oh,https://pokemondb.net/pokedex/ho-oh,3.8 m (12′06″),199.0 kg (438.7 lbs),"Fire,Flying"
0249,Lugia,https://pokemondb.net/pokedex/lugia,5.2 m (17′01″),216.0 kg (476.2 lbs),"Psychic,Flying"
0248,Tyranitar,https://pokemondb.net/pokedex/tyranitar,2.0 m (6′07″),202.0 kg (445.3 lbs),"Rock,Dark,Rock,Dark"
0247,Pupitar,https://pokemondb.net/pokedex/pupitar,1.2 m (3′11″),152.0 kg (335.1 lbs),"Rock,Ground"
0246,Larvitar,https://pokemondb.net/pokedex/larvitar,0.6 m (2′00″),72.0 kg (158.7 lbs),"Rock,Ground"
0245,Suicune,https://pokemondb.net/pokedex/suicune,2.0 m (6′07″),187.0 kg (412.3 lbs),Water
0244,Entei,https://pokemondb.net/pokedex/entei,2.1 m (6′11″),198.0 kg (436.5 lbs),Fire
0236,Tyrogue,https://pokemondb.net/pokedex/tyrogue,0.7 m (2′04″),21.0 kg (46.3 lbs),Fighting
0239,Elekid,https://pokemondb.net/pokedex/elekid,0.6 m (2′00″),23.5 kg (51.8 lbs),Electric
0241,Miltank,https://pokemondb.net/pokedex/miltank,1.2 m (3′11″),75.5 kg (166.4 lbs),Normal
0242,Blissey,https://pokemondb.net/pokedex/blissey,1.5 m (4′11″),46.8 kg (103.2 lbs),Normal
0237,Hitmontop,https://pokemondb.net/pokedex/hitmontop,1.4 m (4′07″),48.0 kg (105.8 lbs),Fighting
0238,Smoochum,https://pokemondb.net/pokedex/smoochum,0.4 m (1′04″),6.0 kg (13.2 lbs),"Ice,Psychic"
0235,Smeargle,https://pokemondb.net/pokedex/smeargle,1.2 m (3′11″),58.0 kg (127.9 lbs),Normal
0234,Stantler,https://pokemondb.net/pokedex/stantler,1.4 m (4′07″),71.2 kg (157.0 lbs),Normal
0243,Raikou,https://pokemondb.net/pokedex/raikou,1.9 m (6′03″),178.0 kg (392.4 lbs),Electric
0233,Porygon2,https://pokemondb.net/pokedex/porygon2,0.6 m (2′00″),32.5 kg (71.7 lbs),Normal
0231,Phanpy,https://pokemondb.net/pokedex/phanpy,0.5 m (1′08″),33.5 kg (73.9 lbs),Ground
0240,Magby,https://pokemondb.net/pokedex/magby,0.7 m (2′04″),21.4 kg (47.2 lbs),Fire
0230,Kingdra,https://pokemondb.net/pokedex/kingdra,1.8 m (5′11″),152.0 kg (335.1 lbs),"Water,Dragon"
0229,Houndoom,https://pokemondb.net/pokedex/houndoom,1.4 m (4′07″),35.0 kg (77.2 lbs),"Dark,Fire,Dark,Fire"
0232,Donphan,https://pokemondb.net/pokedex/donphan,1.1 m (3′07″),120.0 kg (264.6 lbs),Ground
0228,Houndour,https://pokemondb.net/pokedex/houndour,0.6 m (2′00″),10.8 kg (23.8 lbs),"Dark,Fire"
0227,Skarmory,https://pokemondb.net/pokedex/skarmory,1.7 m (5′07″),50.5 kg (111.3 lbs),"Steel,Flying"
0226,Mantine,https://pokemondb.net/pokedex/mantine,2.1 m (6′11″),220.0 kg (485.0 lbs),"Water,Flying"
0225,Delibird,https://pokemondb.net/pokedex/delibird,0.9 m (2′11″),16.0 kg (35.3 lbs),"Ice,Flying"
0224,Octillery,https://pokemondb.net/pokedex/octillery,0.9 m (2′11″),28.5 kg (62.8 lbs),Water
0222,Corsola,https://pokemondb.net/pokedex/corsola,0.6 m (2′00″),5.0 kg (11.0 lbs),"Water,Rock,Ghost"
0223,Remoraid,https://pokemondb.net/pokedex/remoraid,0.6 m (2′00″),12.0 kg (26.5 lbs),Water
0219,Magcargo,https://pokemondb.net/pokedex/magcargo,0.8 m (2′07″),55.0 kg (121.3 lbs),"Fire,Rock"
0218,Slugma,https://pokemondb.net/pokedex/slugma,0.7 m (2′04″),35.0 kg (77.2 lbs),Fire
0217,Ursaring,https://pokemondb.net/pokedex/ursaring,1.8 m (5′11″),125.8 kg (277.3 lbs),Normal
0221,Piloswine,https://pokemondb.net/pokedex/piloswine,1.1 m (3′07″),55.8 kg (123.0 lbs),"Ice,Ground"
0220,Swinub,https://pokemondb.net/pokedex/swinub,0.4 m (1′04″),6.5 kg (14.3 lbs),"Ice,Ground"
0215,Sneasel,https://pokemondb.net/pokedex/sneasel,0.9 m (2′11″),28.0 kg (61.7 lbs),"Dark,Ice,Fighting,Poison"
0214,Heracross,https://pokemondb.net/pokedex/heracross,1.5 m (4′11″),54.0 kg (119.0 lbs),"Bug,Fighting,Bug,Fighting"
0213,Shuckle,https://pokemondb.net/pokedex/shuckle,0.6 m (2′00″),20.5 kg (45.2 lbs),"Bug,Rock"
0212,Scizor,https://pokemondb.net/pokedex/scizor,1.8 m (5′11″),118.0 kg (260.1 lbs),"Bug,Steel,Bug,Steel"
0211,Qwilfish,https://pokemondb.net/pokedex/qwilfish,0.5 m (1′08″),3.9 kg (8.6 lbs),"Water,Poison,Dark,Poison"
0209,Snubbull,https://pokemondb.net/pokedex/snubbull,0.6 m (2′00″),7.8 kg (17.2 lbs),Fairy
0206,Dunsparce,https://pokemondb.net/pokedex/dunsparce,1.5 m (4′11″),14.0 kg (30.9 lbs),Normal
0208,Steelix,https://pokemondb.net/pokedex/steelix,9.2 m (30′02″),400.0 kg (881.8 lbs),"Steel,Ground,Steel,Ground"
0207,Gligar,https://pokemondb.net/pokedex/gligar,1.1 m (3′07″),64.8 kg (142.9 lbs),"Ground,Flying"
0205,Forretress,https://pokemondb.net/pokedex/forretress,1.2 m (3′11″),125.8 kg (277.3 lbs),"Bug,Steel"
0204,Pineco,https://pokemondb.net/pokedex/pineco,0.6 m (2′00″),7.2 kg (15.9 lbs),Bug
0203,Girafarig,https://pokemondb.net/pokedex/girafarig,1.5 m (4′11″),41.5 kg (91.5 lbs),"Normal,Psychic"
0210,Granbull,https://pokemondb.net/pokedex/granbull,1.4 m (4′07″),48.7 kg (107.4 lbs),Fairy
0201,Unown,https://pokemondb.net/pokedex/unown,0.5 m (1′08″),5.0 kg (11.0 lbs),Psychic
0200,Misdreavus,https://pokemondb.net/pokedex/misdreavus,0.7 m (2′04″),1.0 kg (2.2 lbs),Ghost
0202,Wobbuffet,https://pokemondb.net/pokedex/wobbuffet,1.3 m (4′03″),28.5 kg (62.8 lbs),Psychic
0199,Slowking,https://pokemondb.net/pokedex/slowking,2.0 m (6′07″),79.5 kg (175.3 lbs),"Water,Psychic,Poison,Psychic"
0198,Murkrow,https://pokemondb.net/pokedex/murkrow,0.5 m (1′08″),2.1 kg (4.6 lbs),"Dark,Flying"
0197,Umbreon,https://pokemondb.net/pokedex/umbreon,1.0 m (3′03″),27.0 kg (59.5 lbs),Dark
0196,Espeon,https://pokemondb.net/pokedex/espeon,0.9 m (2′11″),26.5 kg (58.4 lbs),Psychic
0195,Quagsire,https://pokemondb.net/pokedex/quagsire,1.4 m (4′07″),75.0 kg (165.3 lbs),"Water,Ground"
0194,Wooper,https://pokemondb.net/pokedex/wooper,0.4 m (1′04″),8.5 kg (18.7 lbs),"Water,Ground,Poison,Ground"
0193,Yanma,https://pokemondb.net/pokedex/yanma,1.2 m (3′11″),38.0 kg (83.8 lbs),"Bug,Flying"
0192,Sunflora,https://pokemondb.net/pokedex/sunflora,0.8 m (2′07″),8.5 kg (18.7 lbs),Grass
0190,Aipom,https://pokemondb.net/pokedex/aipom,0.8 m (2′07″),11.5 kg (25.4 lbs),Normal
0191,Sunkern,https://pokemondb.net/pokedex/sunkern,0.3 m (1′00″),1.8 kg (4.0 lbs),Grass
0189,Jumpluff,https://pokemondb.net/pokedex/jumpluff,0.8 m (2′07″),3.0 kg (6.6 lbs),"Grass,Flying"
0188,Skiploom,https://pokemondb.net/pokedex/skiploom,0.6 m (2′00″),1.0 kg (2.2 lbs),"Grass,Flying"
0187,Hoppip,https://pokemondb.net/pokedex/hoppip,0.4 m (1′04″),0.5 kg (1.1 lbs),"Grass,Flying"
0186,Politoed,https://pokemondb.net/pokedex/politoed,1.1 m (3′07″),33.9 kg (74.7 lbs),Water
0185,Sudowoodo,https://pokemondb.net/pokedex/sudowoodo,1.2 m (3′11″),38.0 kg (83.8 lbs),Rock
0184,Azumarill,https://pokemondb.net/pokedex/azumarill,0.8 m (2′07″),28.5 kg (62.8 lbs),"Water,Fairy"
0183,Marill,https://pokemondb.net/pokedex/marill,0.4 m (1′04″),8.5 kg (18.7 lbs),"Water,Fairy"
0182,Bellossom,https://pokemondb.net/pokedex/bellossom,0.4 m (1′04″),5.8 kg (12.8 lbs),Grass
0174,Igglybuff,https://pokemondb.net/pokedex/igglybuff,0.3 m (1′00″),1.0 kg (2.2 lbs),"Normal,Fairy"
0176,Togetic,https://pokemondb.net/pokedex/togetic,0.6 m (2′00″),3.2 kg (7.1 lbs),"Fairy,Flying"
0175,Togepi,https://pokemondb.net/pokedex/togepi,0.3 m (1′00″),1.5 kg (3.3 lbs),Fairy
0177,Natu,https://pokemondb.net/pokedex/natu,0.2 m (0′08″),2.0 kg (4.4 lbs),"Psychic,Flying"
0180,Flaaffy,https://pokemondb.net/pokedex/flaaffy,0.8 m (2′07″),13.3 kg (29.3 lbs),Electric
0181,Ampharos,https://pokemondb.net/pokedex/ampharos,1.4 m (4′07″),61.5 kg (135.6 lbs),"Electric,Electric,Dragon"
0179,Mareep,https://pokemondb.net/pokedex/mareep,0.6 m (2′00″),7.8 kg (17.2 lbs),Electric
0178,Xatu,https://pokemondb.net/pokedex/xatu,1.5 m (4′11″),15.0 kg (33.1 lbs),"Psychic,Flying"
0172,Pichu,https://pokemondb.net/pokedex/pichu,0.3 m (1′00″),2.0 kg (4.4 lbs),Electric
0173,Cleffa,https://pokemondb.net/pokedex/cleffa,0.3 m (1′00″),3.0 kg (6.6 lbs),Fairy
0167,Spinarak,https://pokemondb.net/pokedex/spinarak,0.5 m (1′08″),8.5 kg (18.7 lbs),"Bug,Poison"
0169,Crobat,https://pokemondb.net/pokedex/crobat,1.8 m (5′11″),75.0 kg (165.3 lbs),"Poison,Flying"
0170,Chinchou,https://pokemondb.net/pokedex/chinchou,0.5 m (1′08″),12.0 kg (26.5 lbs),"Water,Electric"
0165,Ledyba,https://pokemondb.net/pokedex/ledyba,1.0 m (3′03″),10.8 kg (23.8 lbs),"Bug,Flying"
